,tripReadId,partnerName,cargoTonnage,asset_type,loadedDate,source_region,destination_region,source,destination,goodType,asset_size,totalDistance,month,currency,amount
1190,TP1112176,ADEYEMO OLUWASEUN Transport,12.0,Covered,2020-12-11 17:03:00+00:00,south west,south west,OGUN,OYO,WINE AND SPIRIT,15.0,0.0,December,NGN,126000.0
1191,TP1112270,ADEYEMO OLUWASEUN Transport,8.0,Covered,2020-12-11 12:21:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,10.0,0.0,December,NGN,63000.0
1192,TP1112419,Emaviv international services,12.0,Covered,2020-12-12 01:25:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,15.0,0.019657,December,NGN,63000.0
1193,TP1112424,Jotmo Systems Limited,12.0,Covered,2020-12-12 01:11:00+00:00,south west,south west,OGUN,OGUN,WINE AND SPIRIT,20.0,152405.0,December,NGN,97850.0
1194,TP1112445,ADEYEMO OLUWASEUN Transport,8.0,Covered,2020-12-12 07:55:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,10.0,0.0478759999999999,December,NGN,73500.0
1195,TP1112446,God’s work logistic services ,8.0,Covered,2020-12-12 01:26:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,10.0,47876.0,December,NGN,73500.0
1196,TP1110113,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 23:00:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1197,TP1110112,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 23:00:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1198,TP1110107,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 22:35:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1199,TP1110106,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 22:35:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1200,TP1110105,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 22:35:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1201,TP1110097,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 21:28:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1202,TP1110096,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 21:28:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1203,TP1110095,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:22:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1204,TP1110093,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:22:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1205,TP1110092,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:21:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1206,TP1110091,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:21:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1207,TP1110089,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:21:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1208,TP1110088,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:20:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1209,TP1110085,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:20:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1210,TP1110084,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 20:19:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1211,TP1110081,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 18:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1212,TP1110080,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 18:03:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1213,TP1110016,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:19:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1214,TP1110013,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:18:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1215,TP1110009,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:16:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1216,TP1109999,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:11:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1217,TP1109996,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:05:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1218,TP1109995,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-01 16:02:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1219,TP1110506,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:08:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1220,TP1110509,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:11:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1221,TP1110516,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:12:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1222,TP1110515,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:12:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1223,TP1110517,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:15:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1224,TP1110505,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:31:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1225,TP1110511,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:32:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1226,TP1110507,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-03 21:32:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1227,TP1110686,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-04 17:28:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130429999999999,December,NGN,311750.0
1228,TP1110702,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-04 17:37:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1229,TP1110700,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-04 17:41:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1230,TP1110714,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-04 20:17:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1231,TP1110715,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-04 20:18:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1232,TP1110882,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-05 18:56:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1233,TP1110883,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-05 19:00:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1234,TP1110884,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-05 19:01:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1235,TP1110888,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-05 19:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1236,TP1111228,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 17:43:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1237,TP1111242,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 18:19:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1238,TP1111251,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:07:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1239,TP1111248,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:07:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1240,TP1111290,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:08:00+00:00,south west,south west,LAGOS,LAGOS,RAW MATERIALS,40.0,0.0130549999999999,December,NGN,311750.0
1241,TP1111253,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1242,TP1111252,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1243,TP1111259,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:40:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1244,TP1111264,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 19:49:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1245,TP1111280,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 20:27:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1246,TP1111279,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 20:27:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1247,TP1111281,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 20:28:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1248,TP1111293,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:02:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1249,TP1111287,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:02:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,December,NGN,311750.0
1250,TP1111285,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:02:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1251,TP1111294,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:03:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1252,TP1111289,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:03:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1253,TP1111288,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:12:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1254,TP1111292,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 21:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1255,TP1105053,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-16 12:05:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1256,TP1105461,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-17 11:27:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1257,TP1105455,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-17 11:07:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1258,TP1106001,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-18 13:53:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1259,TP1105931,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-18 12:14:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1260,TP1106253,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-19 12:11:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1261,TP1106243,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-19 11:52:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1262,TP1106232,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-19 11:30:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1263,TP1107031,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-23 11:15:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1264,TP1107026,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-23 11:13:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1265,TP1108240,kristal transport,40.0,Flatbed,2020-11-26 15:21:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1266,TP1108469,kristal transport,40.0,Flatbed,2020-11-27 07:04:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,10673.0,November,NGN,330000.0
1267,TP1108471,kristal transport,40.0,Flatbed,2020-11-27 07:19:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1268,TP1112771,Bottuns Global Investment Nig. LTD,30.0,Open,2020-12-14 07:56:15.519000+00:00,south west,south west,LAGOS,OGUN,FLOUR,30.0,0.037141,December,NGN,195043.0
1269,TP1111209,Jenkings Global Limited,30.0,Open,2020-12-07 10:44:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1270,TP1111446,Jenkings Global Limited,30.0,Open,2020-12-08 11:19:00+00:00,north central,north west,KOGI,SOKOTO,COAL,3.0,1.083761,December,NGN,465000.0
1271,TP1111208,Jenkings Global Limited,30.0,Open,2020-12-07 15:53:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1272,TP1112427,Afripowers Nig Ltd,30.0,Open,2020-12-12 12:07:05.675000+00:00,south west,south west,LAGOS,OGUN,FLOUR,30.0,0.0,December,NGN,119837.0
1273,TP1111230,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-12-07 17:45:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,December,NGN,311750.0
1274,TP1103252,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-07 20:49:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1275,TP1109794,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 19:49:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1276,TP1109797,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 19:48:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,311750.0
1277,TP1109802,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 19:25:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1278,TP1109806,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 20:54:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1279,TP1109838,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 22:28:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1280,TP1108962,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-28 17:43:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1281,TP1112016,Lukman Adamu,15.0,Covered,2020-12-10 14:13:00+00:00,south west,south west,OGUN,OYO,DRINKS,15.0,90456.0,December,NGN,80000.0
1282,TP1112071,SRO LOGISTICS LTD,30.0,Covered,2020-12-10 17:12:00+00:00,south west,south south,OGUN,DELTA,OTHERS,30.0,0.442279,December,NGN,316279.0
1283,TP1111677,Jenkings Global Limited,30.0,Open,2020-12-09 14:07:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1284,TP1112299,Jenkings Global Limited,35.0,Open,2020-12-11 11:09:00+00:00,north central,north west,KOGI,SOKOTO,COAL,35.0,1.083761,December,NGN,465000.0
1285,TP1112489,Jenkings Global Limited,30.0,Open,2020-12-12 16:15:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1286,TP1112491,Jenkings Global Limited,30.0,Open,2020-12-12 14:17:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1287,TP1112492,Jenkings Global Limited,30.0,Open,2020-12-10 18:33:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1288,TP1111670,Jenkings Global Limited,30.0,Open,2020-12-09 11:20:00+00:00,north central,north west,KOGI,SOKOTO,COAL,35.0,1.083761,December,NGN,465000.0
1289,TP1112598,Jenkings Global Limited,30.0,Open,2020-12-14 11:21:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1290,TP1112319,Jenkings Global Limited,30.0,Open,2020-12-11 14:08:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1291,TP1112302,Jenkings Global Limited,30.0,Open,2020-12-11 16:33:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,1.083761,December,NGN,465000.0
1292,TP1111735,JOZA GLOBAL LOGISTICS,15.0,Covered,2020-12-09 17:36:00+00:00,south south,south south,AKWA IBOM,CROSS RIVER,FLOUR,15.0,159348.0,December,NGN,90000.0
1293,TP1113429,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-12-16 09:10:50.808000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,December,NGN,106533.0
1294,TP1113486,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-12-16 09:58:20.273000+00:00,south west,south west,LAGOS,LAGOS,FMCG,30.0,0.0,December,NGN,106533.0
1295,TP1112781,Afripowers Nig Ltd,30.0,Open,2020-12-12 09:00:00+00:00,south west,south west,LAGOS,OGUN,FLOUR,30.0,0.073159,December,NGN,119837.0
1296,TP1106536,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-20 12:35:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1297,TP1112825,Gbenguson International  Enterprise,30.0,Open,2020-12-14 14:52:21.042000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,December,NGN,106533.0
1298,TP1113491,Gbenguson International  Enterprise,30.0,Open,2020-12-16 09:57:00+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,December,NGN,82321.0
1299,TP1113238,Lukman Adamu,15.0,Covered,2020-12-15 15:31:07.368000+00:00,south west,south west,OGUN,OYO,DRINKS,15.0,0.0,December,NGN,80000.0
1300,TP1112075,Jenkings Global Limited,30.0,Open,2020-12-10 17:19:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,0.0,December,NGN,465000.0
1301,TP1110899,blejoe logistics services,12.0,Covered,2020-12-05 14:09:00+00:00,south west,south east,OGUN,ANAMBRA,WINE AND SPIRIT,15.0,0.0,December,NGN,231000.0
1302,TP1113239,ADEYEMO OLUWASEUN Transport,8.0,Covered,2020-12-15 19:21:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,10.0,0.0,December,NGN,73500.0
1303,TP1112608,Jenkings Global Limited,30.0,Open,2020-12-13 08:24:00+00:00,south west,north central,LAGOS,NIGER,OTHERS,45.0,0.571477,December,NGN,430000.0
1304,TP1113121,Lukman Adamu,20.0,Open,2020-12-15 14:16:00+00:00,south west,south south,OGUN,DELTA,DRINKS,30.0,313637.0,December,NGN,175000.0
1305,TP1113117,BORWUM VENTURES LIMITED,3.0,Covered,2020-12-15 07:37:00+00:00,south west,south west,LAGOS,OSUN,OTHERS,3.0,229778.0,December,NGN,260000.0
1306,TP1101961,Jenkings Global Limited,30.0,Open,2020-11-02 17:57:00+00:00,north central,north west,KOGI,SOKOTO,COAL,30.0,0.97625,November,NGN,465000.0
1307,TP1114215,OLAWALE JOSHUA,30.0,Open,2020-12-17 20:17:44.442000+00:00,south west,south west,LAGOS,OYO,FMCG,30.0,0.0,December,NGN,133256.0
1308,TP1106867,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-22 07:25:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1309,TP1112547,Akande omowunmi nigeria,12.0,Covered,2020-12-12 17:46:00+00:00,south west,south west,OGUN,OYO,WINE AND SPIRIT,15.0,0.1564019999999999,December,NGN,97850.0
1310,TP1112637,Adekoya Segun Transport,26.0,Covered,2020-12-13 16:58:00+00:00,south west,south west,OGUN,OYO,WINE AND SPIRIT,30.0,0.1564019999999999,December,NGN,239500.0
1311,TP1113308,Jotmo Systems Limited,12.0,Covered,2020-12-15 15:48:00+00:00,south west,south west,OGUN,LAGOS,WINE AND SPIRIT,20.0,32094.0,December,NGN,68250.0
1312,TP1106770,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-21 12:05:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1313,TP1111973,blejoe logistics services,12.0,Covered,2020-12-10 12:42:00+00:00,south west,north central,OGUN,FEDERAL CAPITAL TERRITORY,WINE AND SPIRIT,15.0,0.5198010000000001,December,NGN,283500.0
1314,TP1113641,ADEYEMO OLUWASEUN Transport,8.0,Covered,2020-12-16 06:05:00+00:00,south west,south west,OGUN,OGUN,WINE AND SPIRIT,10.0,0.0,December,NGN,94500.0
1315,TP1114052,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-12-18 06:55:00.602000+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,December,NGN,106533.0
1316,TP1105536,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-17 13:46:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1317,TP1111529,SRO LOGISTICS LTD,30.0,Covered,2020-12-08 22:04:00+00:00,south west,south south,OGUN,DELTA,OTHERS,30.0,0.0,December,NGN,316279.0
1318,TP1113585,Ogunbodede Olajumobi,30.0,Covered,2020-12-16 13:50:00+00:00,south west,south east,OGUN,ANAMBRA,OTHERS,30.0,0.0,December,NGN,319000.0
1319,TP1106237,MVX CHANGE LIMITED,40.0,Flatbed,2020-11-19 11:33:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.012891,November,NGN,330000.0
1320,TP1113981,Emaviv international services,12.0,Covered,2020-12-17 12:40:00+00:00,south west,south west,OGUN,OGUN,WINE AND SPIRIT,15.0,0.0,December,NGN,28000.0
1321,TP1113660,Emaviv international services,12.0,Covered,2020-12-16 13:13:00+00:00,south west,south west,OGUN,OYO,WINE AND SPIRIT,15.0,0.1564019999999999,December,NGN,97850.0
1322,TP1114624,OLAWALE JOSHUA,30.0,Open,2020-12-16 21:17:00+00:00,south west,south west,LAGOS,OGUN,FLOUR,30.0,0.0,December,NGN,195043.0
1323,TP1103495,kristal transport,40.0,Flatbed,2020-11-09 17:11:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,330000.0
1324,TP1109782,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 20:10:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1325,TP1109829,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-30 22:18:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,311750.0
1326,TP1108966,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-28 19:47:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1327,TP1108952,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-28 17:27:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0130549999999999,November,NGN,311750.0
1328,TP1108357,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-26 20:22:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.0,November,NGN,311750.0
1329,TP1107326,RAJICA INTERNATIONAL NIGERIA LTD,40.0,Flatbed,2020-11-23 19:58:00+00:00,south west,south west,LAGOS,LAGOS,OTHERS,40.0,0.00921,November,NGN,311750.0
1330,TP1114331,RIBELO BUFAS ENTERPRISE,30.0,Open,2020-12-18 07:55:00+00:00,south west,south west,LAGOS,LAGOS,FLOUR,30.0,0.0,December,NGN,106533.0
